IndividualID,Forenames,Surname,Portrait Filename,Alias,Gender,has Portrait?,is Dragoman?,Apprentice only,BirthDate,BirthLocation,DeathDate,DeathLocation,Occupation,LifeSpan,Relation,BudgieCode,Ahnentafel,HasRangedBirthDate,HasParents,CensusFactCount,MarriageDates,MarriageLocations,RelationToRoot,BirthStart,BirthEnd,DeathStart,DeathEnd,FamilyIDsAsParent,FamilyIDsAsChild,ChildrenCount,MarriageCount
I0340,Maria,Theÿls,,,F,,,,1692,,,,,>= 110,Linked by Marriages,,0,FALSE,TRUE,0,,,,1/1/1692 12:00:00 AM,12/31/1692 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0099,0,0
I0341,Jacoba,Theÿls,,,F,,,,1694,,1701,,,6 to 7,Linked by Marriages,,0,FALSE,TRUE,0,,,,1/1/1694 12:00:00 AM,12/31/1694 12:00:00 AM,1/1/1701 12:00:00 AM,12/31/1701 12:00:00 AM,,F0099,0,0
I0342,Maria Maddalena,Theÿls,,,F,,,,1696,,1697,,,<= 1,Linked by Marriages,,0,FALSE,TRUE,0,,,,1/1/1696 12:00:00 AM,12/31/1696 12:00:00 AM,1/1/1697 12:00:00 AM,12/31/1697 12:00:00 AM,,F0099,0,0
I0343,Francesca Catterina,Theÿls,,,F,,,,1698,,,,,>= 110,Linked by Marriages,,0,FALSE,TRUE,0,,,,1/1/1698 12:00:00 AM,12/31/1698 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0099,0,0
I0344,Johan,Theÿls,,,M,,,,1701,,,,,>= 110,Linked by Marriages,,0,FALSE,TRUE,0,,,,1/1/1701 12:00:00 AM,12/31/1701 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0099,0,0
I0345,Ignace George,Theÿls,,,M,,,,1704,,,,,>= 110,Linked by Marriages,,0,FALSE,TRUE,0,,,,1/1/1704 12:00:00 AM,12/31/1704 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0099,0,0
I0346,Tommaso,Theÿls,,,M,,,,1682,,1683,,,<= 1,Linked by Marriages,,0,FALSE,TRUE,0,,,,1/1/1682 12:00:00 AM,12/31/1682 12:00:00 AM,1/1/1683 12:00:00 AM,12/31/1683 12:00:00 AM,,F0099,0,0
I0347,Jan Janz,Theÿls,,,M,,,,UNKNOWN,,,,Dutch Consul in Egypt,Unknown,Linked by Marriages,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0110,,1,1
I0044,UNKNOWN,UNKNOWN,,,M,,,,UNKNOWN,,,,,Unknown,Linked by Marriages,,0,FALSE,FALSE,0,1681,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0015,,0,1
I0063,Maria,UNKNOWN,,,F,,,,ca. 1575,,,,,>= 110,Unknown,,0,FALSE,FALSE,0,UNKNOWN,,,1/1/1574 12:00:00 AM,12/31/1575 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0024,,4,1
I0067,Teodora,UNKNOWN,,,F,,,,UNKNOWN,,> 1610,,,Unknown,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/1611 12:00:00 AM,1/1/1611 12:00:00 AM,F0025,,1,1
I0257,Soprana,UNKNOWN,,,F,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0082,,1,1
I0352,Benetta,UNKNOWN,,,F,,,,< 1668,,,,,>= 110,By Marriage,,0,FALSE,FALSE,0,BEF 1684,,,12/31/1667 12:00:00 AM,12/31/1667 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0102,,5,1
I0372,Curcanizza,UNKNOWN,,,F,,,,ca. 1610,,,,,>= 110,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,1/1/1609 12:00:00 AM,12/31/1610 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0121,,4,1
I0442,Bartolomea,UNKNOWN,,,F,,,,UNKNOWN,,,,,Unknown,Unknown,,0,FALSE,TRUE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0137,0,0
I0271,Paolo,Vecchia,,,M,,Y,,< 1610,,> 1659,,Appointed Gdl,>= 110,Linked by Marriages,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/1609 12:00:00 AM,12/31/1609 12:00:00 AM,1/1/1660 12:00:00 AM,1/1/1660 12:00:00 AM,F0086,,0,1
I0217,Paola,Vergerio,,,F,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0075,,0,1
I0106,Maria,Verzi,,,F,,,,ca. 1617,,,,,>= 110,By Marriage,,0,FALSE,FALSE,0,1634,,,1/1/1616 12:00:00 AM,12/31/1617 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0042,F0063,4,1
I0164,Bradamante,Verzi,,,F,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0059,,8,1
I0175,Rizardo,Verzi,,,M,,,,UNKNOWN,,< 1665,,,Unknown,Linked by Marriages,,0,FALSE,FALSE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/1664 12:00:00 AM,12/31/1664 12:00:00 AM,,F0063,0,0
I0176,Honofrio,Verzi,,,M,,,,UNKNOWN,,< 1665,,,Unknown,Linked by Marriages,,0,FALSE,FALSE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/1664 12:00:00 AM,12/31/1664 12:00:00 AM,,F0063,0,0
I0177,Rinaldo,Verzi,,,M,,,,UNKNOWN,,,,,Unknown,Linked by Marriages,,0,FALSE,FALSE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0063,0,0
I0180,Rizzardo,Verzi,,,M,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0064,,0,1
I0097,Hendrik (Henning),Vold,,,M,,,,UNKNOWN,,,,Dutch Merchant/Physician,Unknown,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0037,,4,1
I0224,Federico,Vold,,,M,,,,1664,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1664 12:00:00 AM,12/31/1664 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0037,0,0
I0225,Aloysio,Vold,,,M,,,,1671,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1671 12:00:00 AM,12/31/1671 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0037,0,0
I0226,Lodovico,Vold,,,M,,,,1671,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1671 12:00:00 AM,12/31/1671 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0037,0,0
I0227,Cecilia,Vold,,,F,,,,ca. 1665,,1703,,,37 to 39,By Marriage,,0,FALSE,TRUE,0,BEF 1684,,,1/1/1664 12:00:00 AM,12/31/1665 12:00:00 AM,1/1/1703 12:00:00 AM,12/31/1703 12:00:00 AM,F0077,F0037,10,1
I0149,Battistina,Zanetti,,,F,,,,< 1625,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,ABT 1640,,,12/31/1624 12:00:00 AM,12/31/1624 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0045,F0054,6,1
I0150,Tommaso,Zanetti,,,M,,,,ca. 1578,,1634,,,55 to 57,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,1/1/1577 12:00:00 AM,12/31/1578 12:00:00 AM,1/1/1634 12:00:00 AM,12/31/1634 12:00:00 AM,F0054,,2,1
I0151,Annetta,Zanetti,,,F,,,,< 1634,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,,,,12/31/1633 12:00:00 AM,12/31/1633 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0054,0,0
I0500,Jacopo de,Tarsia,,,M,PORTRAIT,,,UNKNOWN,,,Unknown,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0164,,0,1
I0501,Nicolò de,Tarsia,,,M,PORTRAIT,,,UNKNOWN,,,Unknown,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0164,,0,1
I0502,Girolamo,Tarsia,,,M,,,,UNKNOWN,,,Unknown,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0164,,0,1
I0503,Damiano,Tarsia,,,M,PORTRAIT,,,UNKNOWN,,,Unknown,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0164,,0,1
I0504,Domenico de,Tarsia,,,M,PORTRAIT,,,UNKNOWN,,,Unknown,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0165,,0,1
I0505,conte Lenardo,Carli,,,M,PORTRAIT,,,UNKNOWN,,,Unknown,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0166,,0,1
I0506,Cesare,Carli,,,M,PORTRAIT,,,UNKNOWN,,,Unknown,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0166,,0,1
